id,price
1651,524039.7354384734
3993,547027.6770161514
1178,335985.40012137074
17,387689.6208834279
1785,323247.3182233281
4513,820458.3021597294
1284,515142.3347749233
2506,286946.37797496375
2971,736661.6449196915
2360,790107.9504405158
3488,269222.8358390336
2064,362402.3410145255
3942,415100.8998378324
4525,257270.49909717203
3691,382366.7636318333
2607,898942.3934353933
1618,684201.4208646424
2777,331987.3046479758
2713,856410.9502589663
3397,426860.32299376186
4225,290833.1291019403
1653,443978.8764309805
2979,637165.9734513928
3875,1120818.4998278206
3973,403755.1485549057
987,484158.6000945726
593,418948.4159753026
3206,814477.8277140466
2214,198024.2685628614
3742,508519.22040702007
2944,404671.2139418183
3407,373884.0547065677
2243,655486.9647129165
3141,419141.91294872813
4316,507317.771923898
4356,343694.564055887
410,279716.39185634896
2674,220485.95439857987
706,469905.14595384226
2922,421550.9902131825
1855,309808.64927660377
658,460618.7857405947
4564,548847.1733501216
1941,638095.1432676627
2721,361744.866154483
3449,512176.63581924397
3092,308128.68864202604
567,657750.1610136635
2920,695819.2317116848
3883,333104.83022415143
1365,514662.95627621573
3483,310445.9288005218
4098,372024.11929349403
911,528450.0110470661
4181,347421.6813891634
3652,260834.6595551348
3357,729034.5402214477
1103,827056.9514168258
3504,622597.5880945846
4026,205687.284959856
3160,337750.555983943
2162,281257.816558431
3165,361860.3095657016
3289,440785.1758180978
1035,621862.2502382193
1699,470665.55912381073
1621,343694.1035704172
1449,473280.17058191204
4170,491329.2106844171
853,406837.9965340996
2828,328000.81032902276
180,265602.69259393966
4149,326772.7371732047
2527,250749.61159762664
488,916580.9839084111
826,280633.16394071194
41,377608.5725992413
3560,236620.91906006826
3243,864252.5749950646
3734,245375.0458289494
3286,831638.3934657646
1971,462888.63408011646
2851,268812.50106963475
2326,647537.3637457414
1811,551600.0777539858
3402,423970.95891936956
2191,435399.71955630503
2329,225876.91819483854
532,484768.0329528843
4442,208708.73950647368
4040,478564.7322951911
3398,363840.15957912244
1060,757493.8220043719
1138,423568.4380765369
3102,584136.2711644266
96,582215.9937854225
3502,760681.0676890282
2554,418898.9074921307
1706,494664.90337022743
1843,653934.8435038055
300,276805.6565456443
525,1039526.2358693131
1746,346760.7002306639
2621,487998.179703219
3349,1507628.507442639
3500,510812.3755258344
2619,730625.3812690113
4354,236756.42174791804
1456,303005.4285508803
3177,527877.8355968362
4528,1983398.1021434322
3341,339438.80740151746
4433,233765.96281537975
2390,443814.7106333301
1608,1074863.1861307158
2086,826325.3851516111
4103,738859.8258149782
3157,331199.4424863069
380,540991.1159960739
2349,480918.5356464582
2164,464207.8952063089
3350,402248.0837213944
4255,217718.85064499604
3233,382255.573239085
290,202314.26596625845
229,269023.4073190464
1642,369472.7118647396
785,526512.4607435906
373,941171.2884697309
4179,761247.1857176165
4239,352358.05325082433
4389,864560.96971978
1428,354191.7096697022
3665,281417.59257105656
4082,899346.3584489366
4431,416260.40449572034
3517,619721.5557193117
1745,507125.5428320713
2659,721658.6558784267
711,468242.829659416
369,382378.28502931143
1671,470311.9055608726
1539,141446.8671257584
1528,339945.12724073755
3848,832831.9251265363
2958,577219.1925003023
579,428723.5288850416
2512,496958.83087687206
3140,525229.4042474853
3366,369062.2394840486
554,277641.8423954863
4158,591446.5887347979
2450,513152.07367007487
1413,225520.4555307837
761,217618.03792378155
3580,498149.61222960224
4265,539033.3242573044
2769,311395.1661088361
3383,302323.0803727984
2854,530163.2374310184
70,460453.5996925046
2633,270649.02089437126
4498,285905.11909867893
2856,364178.2579422104
2431,446047.72350383265
3043,292444.7081676143
3836,310096.2734147651
2696,465398.0311705861
2368,694143.550526151
2270,574168.3508184704
3641,301905.0744849248
4190,177047.28281693117
1189,310067.5893740944
4430,584483.5971154842
3663,516134.7141328198
3767,509047.951850598
721,340297.00477863563
1830,314380.6108595856
2091,505137.0110956412
3278,314749.5661490221
2814,626649.8679864552
1680,580238.8178776895
2767,507238.13751221355
2973,916940.0185139909
928,281955.3690686179
3076,735108.6666860053
2018,305135.79211712733
174,363130.1360508914
456,548317.654327751
3746,376450.0495240955
1567,1785580.3902807806
581,1030617.1520102767
966,296754.2697472007
4144,424269.6972689979
1341,636500.4801002719
3530,345191.6192711048
1232,708948.7115367382
2615,285058.0971765702
1324,243114.48191086957
3070,484231.03394473443
3051,342552.195982292
2600,361297.6141112827
4161,340352.920954965
4319,239222.90054012046
851,305118.4353536919
1512,226051.81122276574
509,270358.0965536387
2800,837001.5825591316
88,348452.2109366634
3533,448613.81225905474
3298,366237.6649135033
1166,270025.4879927977
418,1180965.7249222856
4226,769073.5821062842
2341,739634.1512684968
1878,810442.1368748135
2714,431841.5458649996
1578,478915.6876947257
2719,641342.6003211847
162,325846.7006147506
975,289559.52118383494
454,556281.1522755501
25,302729.76269774453
2035,397577.5661530111
4199,260923.3632915178
3467,229400.74202583908
242,478155.0923457668
747,288197.4349319688
4488,378315.926019967
1019,318975.4722031373
1480,677314.8094647649
1328,427091.94583182747
4408,478208.1026778517
3953,682396.4731536423
2338,612122.3976709811
385,529165.4498994012
137,335075.9414647324
2896,604927.0192379975
934,677967.9481958107
1076,770343.8061217498
3042,248591.21774220633
1623,397426.2215936111
2299,768261.9515683469
1563,306596.08941017505
1174,292715.2907415245
3845,467203.3867847704
1162,470921.7091832949
4438,290923.21825233113
3590,233261.32352962423
2380,423287.9550345648
2884,923127.6176489637
4193,229690.95347769937
844,599359.0287834845
1351,432485.30463689636
3238,888037.2997505885
86,334634.0678761675
2060,1181694.0581171827
31,549188.254473187
3479,750595.265868282
2141,559369.6950182113
2765,224346.39952536585
3508,283284.0688802831
1783,417180.53711357585
1197,334088.09298526985
1734,493700.08214765025
1083,456336.2466099282
2280,1029669.9253718016
3084,359987.93064791226
2419,376757.15742742026
2425,274685.0699966108
503,327062.8144607191
395,339030.7731452661
2892,495868.07666841295
121,378730.22035583877
1780,461245.29475626716
125,441943.8054683056
1998,375502.2292834844
856,316220.93402213574
4359,540389.4034300832
3709,826170.013346179
1479,868222.4609925741
4560,347162.78294422873
2671,411433.62657679926
3656,357722.6501364078
481,236122.97916475768
3664,542777.6858627154
2598,976481.1272009908
653,541845.4196226179
4458,363418.1875700569
1453,329527.8305268449
2924,469905.14595384226
2543,489498.04721606366
1913,441731.43737822206
1545,950285.1447218958
2661,454263.36954642966
2706,710628.9549561248
4266,501372.3985086182
3156,605290.7363438435
3731,625423.8104314095
884,634958.2522411045
913,471568.348226374
3758,447289.52982288273
1726,273707.6388601871
1349,470398.13434310746
2405,373668.38344605255
575,871786.3766328006
3268,419308.8375326063
1360,905423.9036873967
729,380782.5372425312
3250,284786.81813884265
3519,438203.9602062774
117,259556.5236179889
1058,447832.051275162
2324,492438.7363723316
631,537479.8738821708
4233,1164366.4244479479
3716,576586.7615133275
1266,201838.94673172617
1357,562792.0696960721
3919,356555.7413564165
2954,523919.8683656894
3809,433988.88526677823
902,766126.2811757034
87,314888.9264846722
304,437018.9363373552
317,389034.91788507986
2575,630411.557589688
44,200000.92058155185
4183,960785.1111104833
3200,1090095.8905724944
2738,745528.2241489828
3635,634291.3731903707
640,227926.23761082508
3396,307315.12458267325
2985,307464.5044392859
2384,257090.59481977785
4263,507243.3435573491
2133,299885.55254090345
2015,281167.0639646562
3369,461756.29277339217
1375,270720.3392860299
4578,478602.5533289498
1593,445282.57956887234
2687,208783.58992237636
1860,415774.5936860322
667,201082.3546924684
3763,378459.56261651707
2433,298843.5349896248
614,266381.7223590957
2994,385368.5063146618
3901,299887.1183414631
3304,317379.97532767424
4596,336535.8335569996
3779,558286.8009257733
712,312197.8418922508
1597,285897.00502328057
2398,409119.3576960057
2587,253602.33961866488
4018,521583.730233361
3926,366556.2259878594
50,519597.09610773646
1089,1197245.035031524
2301,349383.737361413
1127,525927.4972726927
1580,556048.6311779327
3850,618712.9906367918
3088,304112.8337647034
1052,777885.0700852942
3175,520315.0486432532
3052,317688.36681714363
1585,244765.9639601916
330,520666.3434390978
4273,1195365.8154739127
1142,646516.1129738453
4428,935372.1387099042
2999,678960.5819704675
3828,433501.6298078768
1599,683993.5264420081
1849,311721.53807279526
3667,1120503.1156163907
3493,254544.70833744432
2462,281848.8771366765
1543,2154024.896366082
3979,678975.7043926907
2150,214032.60726250848
969,465608.82356206735
282,398877.5291209361
3081,485868.6492783895
951,519602.6092550185
295,357163.4365650264
571,732224.1416367657
206,785058.3021176952
470,333030.45024470787
1640,818566.980896413
4256,407093.35010155203
2137,589314.2319226122
2926,696409.1225055967
1317,480735.1000720527
3037,278355.42365592346
784,241329.04148754792
604,269426.44432522927
1916,410944.38547164405
1159,248560.58161705555
3878,338007.6680265747
3937,723387.06040814
24,378114.32008829335
790,559416.373521733
2617,364101.45941968757
3308,384334.1245751703
1335,364444.23251073266
4109,312098.5996731315
2106,434723.5324419676
3861,370406.6729404785
443,499144.52275766863
2580,371991.89699814084
1495,331097.37742925365
2059,305236.6347396874
3905,623725.2078329282
4175,355670.03852994426
1596,462130.75507288927
3041,309460.0120787453
3997,349966.96060998563
3353,628478.0751607467
1511,581448.1588522515
4486,300199.001534163
2982,393490.07441610476
3274,718803.7492829717
1689,572178.757537432
2794,324258.6907811633
3683,378185.35283050896
3686,262120.40531902327
4544,544879.5582235846
558,445324.49145907245
2437,235803.75471269144
3703,739131.9986292733
1959,221194.60723616832
349,306329.6914838772
1047,326986.3890766287
445,396051.882678507
3537,518979.0640343989
763,315481.44832968526
833,254950.3060592636
4300,356969.6096405045
2327,188247.02880254172
2382,335011.1002295755
950,523773.6340788799
3674,724756.6361968052
3834,453941.5021985727
4435,241521.66258573733
147,644368.8290016053
2688,434582.40520320024
3191,455607.3901809629
1448,696102.9603436436
1268,1047793.9532103443
141,275591.40165644034
819,345182.91366881895
2816,385334.5870418152
2859,233918.9593449475
3801,354963.83914801496
4451,396340.21263896226
107,1077795.6417117917
357,372480.8011251611
2252,438048.19876885775
625,346957.97614207753
4590,595448.3895986129
3841,232025.8694177159
2667,225178.60017662167
2657,327680.6783059836
4352,284847.47333852877
1316,481166.9898955532
4324,416016.5379822435
4110,436243.1146053039
1407,321108.80738216307
1627,294341.30884051684
1836,422192.5324298319
43,478452.7047715189
1193,501440.3780094252
1963,460483.86232944275
1078,465295.8509422814
3358,515141.1936104549
2517,516271.2383995904
2708,644470.9256863114
1969,509064.64320950257
1524,452939.4895660194
1956,231529.05299740846
2374,290927.30230667663
2676,383360.56927812146
4294,302427.5479303038
2720,316792.83855844854
372,615532.0828243487
4293,302427.5479303038
1662,719817.2470349853
2279,742121.1116178418
3885,348241.935404816
375,340312.2422619206
1500,1714497.6993739738
1279,312831.54979455733
302,456891.84641022695
106,341490.55370895227
138,322255.8299535218
3660,745375.9142187531
2680,911892.6876221152
2293,743929.3590725344
192,447457.8187897388
4424,315225.2487527611
1555,1067015.4672411226
291,760877.4526323692
619,570595.3620972305
4349,773396.3023218224
3253,251783.28496940873
3277,363457.9317577759
3364,427565.3378815665
221,188302.63088783275
3225,344290.21259324875
449,307183.95978714875
3896,234584.4754608797
2724,1219724.3948501602
1263,867226.3203888146
1431,597837.3066411471
1163,800672.7169290683
1124,643510.5879747742
1237,491792.48245228105
1772,745425.4118321487
2051,440079.91443457425
957,565277.3243391496
591,996086.7759524159
1401,651374.3030290822
4574,306844.8729343833
2331,265754.0466081571
3030,715375.898409757
27,398746.93317965744
3557,553312.0240090783
2933,1161246.407651163
1518,1640127.954734734
1944,747686.7397429359
2681,476662.35019409336
2476,296935.96629366395
3772,325381.2449774214
3910,757828.3594936248
2489,728013.8648334829
820,586802.0159900535
3964,938818.1900407096
1307,243020.81075666024
3842,264840.7047245316
3904,1156321.381072433
4230,818769.91871003
2565,828579.5123528544
1204,305284.9422256397
4250,565615.7796893854
2452,833996.5058125335
1789,425998.72494004574
1775,220276.88049344535
436,339765.2806369858
4397,456655.57311702764
2072,571105.2454499216
4427,367157.03535405843
2853,290860.8283153799
111,466026.7371223206
3598,558799.6035272677
688,222890.35191830056
835,487927.54270655056
1130,1122256.7572392696
3712,339564.31598246563
2236,394997.0964868255
762,261520.00555453106
4112,321467.03970721574
268,377074.8887057411
693,337963.0064618005
570,373225.68230728025
774,773142.6443379847
610,251373.68614606172
212,527152.6377492893
1195,612122.3976709811
455,332998.7778193602
4187,375209.70637718367
2669,333658.7010934184
4270,763071.5922463349
3028,522558.00050008483
426,577899.4133010979
1062,332592.9003512819
3465,495378.75319228513
3205,779562.7092382988
983,436942.8018660457
4470,545159.7041263197
2383,395048.98412491323
827,312699.08258930815
1958,282646.06362844864
4223,387838.865469749
1519,607224.1083541674
4516,313932.0082063805
2261,797399.791588401
1994,485961.9180482116
727,318941.6617389083
4434,547027.6770161514
1700,664859.3379801187
1882,404951.8793697099
3434,921444.4856126352
2647,369385.2909815392
3894,909665.3419492581
108,221240.83458228223
3923,831547.1179413358
4091,1103261.5148346112
4477,248226.9437665204
2479,375385.773429288
2558,444765.28277291695
487,614925.4806218239
4050,529701.1649061565
4016,355652.9650190813
668,333057.9275387035
2209,286997.3036365874
3857,550258.1402440363
3756,572317.0357043475
709,291912.8046305914
2058,300684.63176513725
2532,435164.71895895206
2978,725419.1652015395
535,717345.1451473708
523,686415.7155751474
4163,568050.2380735907
316,305660.3235848009
2831,434252.23707151687
2193,570170.0210084554
1838,487378.0086072082
2161,522084.40008513303
1748,631272.424566075
4313,317648.32882694673
4304,728676.3776727786
4171,551129.1047578668
1154,401740.895105831
3059,351864.16773487226
1523,279877.87050810334
2408,454701.9155185285
3602,432249.30684997555
3596,591037.2128094421
1707,367372.4969625563
2118,232447.7092409764
490,449933.85793870105
4341,624615.925047094
361,812919.5303579591
3190,232646.2651081514
2343,464113.36993205873
6,378332.58267002675
530,493830.991529629
1735,282206.39585464646
2344,738834.1864699719
110,342542.45331582974
3645,328388.0965246207
2611,413376.36983490415
930,803819.8865326948
4287,832460.3885941354
53,368003.6556213773
939,761439.9555871758
2726,632924.4585149997
3005,795238.9986213334
600,400261.7478616665
1406,634994.0053290705
3270,395354.4854785424
3642,316783.527112422
3575,440157.49465956935
946,400814.1288926682
953,401120.09793371614
1055,248993.55800130908
1674,410575.79358511715
3868,350351.5324334772
3764,454467.8208701817
3922,284164.2149772133
1447,246787.5821552865
16,327596.8767073995
769,385663.9065397142
1460,378752.6916074363
887,348685.2261490516
3,332329.84622442705
1457,482341.0376131433
521,441583.87988001615
1494,346420.13109637465
3133,1129805.8752966032
724,280264.5773007044
439,334561.6142971462
74,240440.7801017512
2362,518911.4285556857
2807,482978.26747771306
935,595464.6634359257
2940,351947.8120941404
4218,445342.9958793191
3572,436572.38653892966
284,1119765.5563407803
75,363780.27003312623
3262,248588.06007477656
356,1119765.5563407803
363,279026.6162913236
507,416035.2279186489
3948,506614.8584180155
1778,340853.1397548982
927,520911.37741335406
2146,295803.14046799735
1408,766617.9045055644
226,360852.0480689841
3241,318460.9498001578
2394,529013.8192769685
2612,579551.8818750159
2808,312416.0140184486
428,479315.8525830893
3916,350739.81869602995
2461,788436.6007728417
4119,539502.607252619
4404,336068.730745862
1833,236208.76130381625
4237,206144.1383057306
396,566585.2707469023
4503,336803.82537482923
639,340705.6973946448
3106,485593.17797569436
2226,1128919.2126089206
2130,430918.5452099681
433,363380.855530275
3411,400860.4108749282
3787,1081800.4243424812
3049,559106.7316746849
139,618284.5637221385
1499,272256.4035075697
744,250966.9859533571
3791,1168510.7670453067
1667,335475.6010260293
590,665563.2366911639
2078,447723.775043314
2756,237845.7441727356
3117,971082.3903112949
3388,411716.99524604157
1053,455585.8631537892
3204,474663.17902697646
130,681166.9966423173
2494,275463.1080562215
358,558387.2484650002
1161,318375.905547629
